TFF Match ID,Tarih,Organizasyon,Hakem ID,Hakem,AR1 ID,AR1,AR2 ID,AR2,Dort ID,Dorduncu Hakem,Stad,Ev,Ev ID,Deplasman,Deplasman ID,Ev skor,Deplasman skor
"860,2006-10-25 15:00:00,Fortis Türkiye Kupası (Profesyonel Takım),18962,UĞUR SÖYLEMEZ,19775,TİMUR DİREKLER,19588,FARUK UTKU YILMAZ,19770,FERHAN KESTANLIOĞLU,66,ESKİŞEHİR ATATÜRK,3,ESKİŞEHİRSPOR,4355,ANKARASPOR A.Ş.,0,0"
